0;000;10;10;100;0;0;100;10;0;100;90;0;100;0;0;100;0;0;100;0;0;100;0;0;100;50;30
1;255;20;20;255;0;0;255;10;0;255;90;0;255;0;0;255;0;0;255;0;0;255;0;0;255;50;40
2;255;255;30;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0
3;255;30;40;255;0;0;255;10;0;255;90;0;255;0;0;255;0;0;255;0;0;255;0;0;255;50;50
0;100;40;50;150;0;0;100;10;0;100;90;0;100;0;0;100;0;0;100;0;0;100;0;0;100;50;60
1;255;50;60;155;0;0;155;10;0;255;90;0;255;0;0;155;0;0;255;0;0;255;0;0;255;50;70
2;55;255;70;155;255;0;255;255;0;255;255;0;155;255;0;255;255;0;255;255;0;255;255;0;255;255;0
3;155;160;0;155;0;0;155;10;0;255;90;90;255;0;0;155;0;0;255;0;0;255;0;0;255;50;80
0;150;70;0;150;0;0;100;10;0;100;90;90;100;0;0;100;0;0;100;0;0;100;0;0;150;50;90
1;155;80;0;155;0;0;255;10;0;255;90;90;255;0;0;255;0;0;255;0;0;255;0;0;155;50;100
2;5;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;155;255;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
0;000;10;10;100;0;0;100;10;0;100;90;0;100;0;0;100;0;0;100;0;0;100;0;0;100;50;30
1;255;20;20;255;0;0;255;10;0;255;90;0;255;0;0;255;0;0;255;0;0;255;0;0;255;50;40
2;255;255;30;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0
3;255;30;40;255;0;0;255;10;0;255;90;0;255;0;0;255;0;0;255;0;0;255;0;0;255;50;50
0;100;40;50;150;0;0;100;10;0;100;90;0;100;0;0;100;0;0;100;0;0;100;0;0;100;50;60
1;255;50;60;155;0;0;155;10;0;255;90;0;255;0;0;155;0;0;255;0;0;255;0;0;255;50;70
2;55;255;70;155;255;0;255;255;0;255;255;0;155;255;0;255;255;0;255;255;0;255;255;0;255;255;0
3;155;160;0;155;0;0;155;10;0;255;90;90;255;0;0;155;0;0;255;0;0;255;0;0;255;50;80
0;150;70;0;150;0;0;100;10;0;100;90;90;100;0;0;100;0;0;100;0;0;100;0;0;150;50;90
1;155;80;0;155;0;0;255;10;0;255;90;90;255;0;0;255;0;0;255;0;0;255;0;0;155;50;100
2;5;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;155;255;0
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;55;10;20;255;0;0;255;50;0;255;0;90;255;0;0;255;0;0;255;0;0;255;0;0;155;0;10
0;100;0;0;100;0;0;100;50;0;100;0;90;100;0;0;100;0;0;100;0;0;100;0;0;100;0;20
1;255;0;0;255;0;0;255;50;0;255;0;90;255;0;0;255;0;0;255;0;0;255;0;0;255;0;30
2;255;255;100;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0
3;255;70;40;255;0;0;255;50;0;255;0;90;255;90;0;255;0;0;255;0;0;255;0;0;255;0;40
0;100;0;0;150;0;0;100;50;0;100;0;90;100;90;0;100;0;0;100;0;0;100;0;0;100;0;50
1;255;0;0;155;0;0;155;50;0;255;0;90;255;0;0;155;0;0;255;0;0;255;0;0;255;0;60
2;255;255;220;155;255;0;255;255;0;255;255;90;155;255;0;255;255;0;255;255;0;255;255;0;255;255;0
3;255;70;90;155;0;0;155;50;0;255;0;0;255;0;90;155;0;0;255;0;0;255;0;0;255;0;70
0;150;0;0;150;0;0;100;50;0;100;0;0;100;0;90;100;0;0;100;0;0;100;0;0;150;0;80
1;155;0;0;155;0;0;255;50;0;255;0;0;255;0;90;255;0;0;255;0;0;255;0;0;155;0;90
2;155;5;30;255;255;0;255;255;0;255;255;90;255;255;0;255;255;0;255;255;0;255;255;0;155;255;0
3;155;50;0;255;0;0;255;50;0;255;0;0;255;0;90;255;0;0;255;0;0;255;0;0;155;0;0
0;100;0;0;100;0;0;100;50;0;100;0;0;100;0;90;100;0;0;100;0;0;100;0;0;100;0;0
1;255;0;0;255;0;0;255;50;0;255;0;0;255;0;90;255;0;0;255;0;0;255;0;0;255;0;0
2;5;5;0;255;255;0;255;255;0;255;255;90;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0
3;255;200;30;255;0;0;255;50;0;255;0;0;255;0;90;255;0;0;255;0;0;255;0;0;255;0;0
0;100;0;0;150;0;0;100;50;0;100;0;0;100;0;90;100;0;0;100;0;0;100;0;0;100;0;0
1;255;0;0;155;0;0;155;05;0;255;0;0;255;0;90;155;90;0;255;0;0;255;0;0;255;0;0
2;255;5;200;155;255;0;255;255;0;255;255;0;155;255;90;255;255;0;255;255;0;255;255;0;255;255;0
3;255;50;0;155;0;0;155;50;0;255;0;0;255;0;0;155;0;90;255;0;0;255;0;0;255;0;0
0;150;0;0;150;0;0;100;50;0;100;0;0;100;0;0;100;0;90;100;0;0;100;0;0;150;0;0
1;155;0;0;155;0;0;255;50;0;255;0;0;255;0;0;255;0;90;255;0;0;255;0;0;155;0;0
2;5;5;9;255;255;0;255;255;0;255;255;0;255;255;90;255;255;0;255;255;0;255;255;0;155;255;0
3;155;200;200;255;0;0;255;05;0;255;0;0;255;0;0;255;0;90;255;0;0;255;0;0;155;0;0
0;100;10;30;100;0;0;100;0;50;100;0;0;100;0;0;100;0;90;100;0;0;100;0;0;100;0;0
1;255;0;0;255;0;0;255;0;05;255;0;0;255;0;0;255;0;90;255;0;0;255;0;0;255;0;0
2;255;255;90;255;255;0;255;255;0;255;255;0;255;255;90;255;255;0;255;255;0;255;255;0;255;255;0
3;255;20;30;255;0;0;255;0;50;255;0;0;255;0;0;255;0;90;255;90;0;255;0;0;255;0;0
0;100;0;0;150;0;0;100;0;50;100;0;0;100;0;0;100;0;90;100;90;0;100;0;0;100;0;0
1;255;0;0;155;0;0;155;0;50;255;0;0;255;0;0;155;0;90;255;90;0;255;0;0;255;0;0
2;75;255;80;155;255;0;255;255;0;255;255;0;155;255;0;255;255;90;255;255;0;255;255;0;255;255;0
3;255;100;100;155;0;0;155;0;50;255;0;0;255;0;0;155;0;0;255;90;90;255;90;0;255;0;0
0;150;0;0;150;0;0;100;0;50;100;0;0;100;0;0;100;0;0;100;90;90;100;90;0;150;0;0
1;155;0;0;155;0;0;255;0;50;255;0;0;255;0;0;255;0;0;255;09;90;255;90;0;155;0;0
2;155;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;90;255;255;0;155;255;0
3;155;0;0;255;0;0;255;0;50;255;0;0;255;0;0;255;0;0;255;0;0;255;90;0;155;0;0
0;100;0;0;150;0;0;100;0;50;100;0;0;100;0;0;100;0;0;150;0;0;100;90;0;200;0;0
1;255;0;0;255;0;0;255;0;50;255;0;0;255;0;0;255;0;0;255;0;0;255;90;90;255;0;0
2;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0
3;255;0;0;255;0;0;255;0;50;255;0;0;255;0;0;255;0;0;255;0;0;255;0;90;255;0;0
0;100;0;0;150;0;0;100;0;50;100;0;0;100;0;0;100;0;0;100;0;0;100;0;90;200;0;0
1;255;0;0;155;0;0;155;0;50;255;0;0;255;0;0;155;0;0;255;0;0;255;0;90;255;0;0
2;255;255;0;155;255;0;255;255;0;255;255;0;155;255;0;255;255;0;255;255;0;255;255;0;255;255;0
3;255;0;0;155;0;0;155;0;50;255;0;0;255;0;0;155;0;0;255;0;0;255;0;90;255;90;90
0;150;0;0;150;0;0;100;0;05;100;0;0;100;0;0;100;0;0;100;0;0;100;0;90;250;90;90
1;155;0;0;155;0;0;255;0;50;255;0;0;255;0;0;255;0;0;255;0;0;255;0;90;255;90;90
2;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;0;255;255;90;255;255;0;155;255;0
3;155;0;0;255;0;0;255;0;50;255;0;0;255;0;0;255;0;0;255;0;0;255;0;0;255;90;90
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
0;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
1;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
