0;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6
1;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
0;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6
1;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
0;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6;4;6;6
1;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229;231;229;229
2;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255;255
3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
0;4;9;4;4;9;4;4;9;4;4;9;4;4;9;4;4;9;4;4;9;4;4;9;4;4;9;4
1;234;234;231;234;234;231;234;234;231;234;234;231;234;234;231;234;234;231;234;234;231;234;234;231;234;234;231
2;255;255;253;255;255;253;255;255;253;255;255;253;255;255;253;255;255;253;255;255;253;255;255;253;255;255;253
3;6;11;6;6;11;6;6;11;6;6;11;6;6;11;6;6;11;6;6;11;6;6;11;6;6;11;6
0;40;63;36;40;63;36;40;63;36;40;63;36;40;63;36;40;63;36;40;63;36;40;63;36;40;63;36
1;242;255;239;242;255;239;242;255;239;242;255;239;242;255;239;242;255;239;242;255;239;242;255;239;242;255;239
2;249;255;246;249;255;246;249;255;246;249;255;246;249;255;246;249;255;246;249;255;246;249;255;246;249;255;246
3;42;67;36;42;67;36;42;67;36;42;67;36;42;67;36;42;67;36;42;67;36;42;67;36;42;67;36
0;69;108;58;69;108;58;69;108;58;69;108;58;69;108;58;69;108;58;69;108;58;69;108;58;69;108;58
1;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72
2;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72
3;74;112;60;74;112;60;74;112;60;74;112;60;74;112;60;74;112;60;74;112;60;74;112;60;74;112;60
0;69;108;58;69;108;58;69;108;58;69;108;58;69;108;58;69;108;58;69;108;58;69;108;58;69;108;58
1;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72;83;128;72
2;83;130;72;83;130;72;83;130;72;83;130;72;83;130;72;83;130;72;83;130;72;83;130;72;83;130;72
3;74;112;60;74;112;60;74;112;60;74;112;60;74;112;60;74;112;60;74;112;60;74;112;60;74;112;60
0;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60
1;78;117;67;78;117;67;78;117;67;78;117;67;78;117;67;78;117;67;78;117;67;78;117;67;78;117;67
2;81;126;69;81;126;69;81;126;69;81;126;69;81;126;69;81;126;69;81;126;69;81;126;69;81;126;69
3;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60
0;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60
1;81;121;69;81;121;69;81;121;69;81;121;69;81;121;69;81;121;69;81;121;69;81;121;69;81;121;69
2;81;123;69;81;123;69;81;123;69;81;123;69;81;123;69;81;123;69;81;123;69;81;123;69;81;123;69
3;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60
0;69;103;60;69;103;60;69;103;60;69;103;60;69;103;60;69;103;60;69;103;60;69;103;60;69;103;60
1;78;117;69;78;117;69;78;117;69;78;117;69;78;117;69;78;117;69;78;117;69;78;117;69;78;117;69
2;78;121;69;78;121;69;78;121;69;78;121;69;78;121;69;78;121;69;78;121;69;78;121;69;78;121;69
3;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60
0;69;103;60;69;103;60;69;103;60;69;103;60;69;103;60;69;103;60;69;103;60;69;103;60;69;103;60
1;78;119;69;78;119;69;78;119;69;78;119;69;78;119;69;78;119;69;78;119;69;78;119;69;78;119;69
2;81;121;69;81;121;69;81;121;69;81;121;69;81;121;69;81;121;69;81;121;69;81;121;69;81;121;69
3;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60
0;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60;69;105;60
1;78;121;69;78;121;69;78;121;69;78;121;69;78;121;69;78;121;69;78;121;69;78;121;69;78;121;69
2;81;123;69;81;123;69;81;123;69;81;123;69;81;123;69;81;123;69;81;123;69;81;123;69;81;123;69
3;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60;72;108;60
0;69;101;58;69;101;58;69;101;58;69;101;58;69;101;58;69;101;58;69;101;58;69;101;58;69;101;58
1;67;83;63;67;83;63;67;83;63;67;83;63;67;83;63;67;83;63;67;83;63;67;83;63;67;83;63
2;69;81;65;69;81;65;69;81;65;69;81;65;69;81;65;69;81;65;69;81;65;69;81;65;69;81;65
3;72;103;60;72;103;60;72;103;60;72;103;60;72;103;60;72;103;60;72;103;60;72;103;60;72;103;60
0;69;101;58;69;101;58;69;101;58;69;101;58;69;101;58;69;101;58;69;101;58;69;101;58;69;101;58
1;67;81;63;67;81;63;67;81;63;67;81;63;67;81;63;67;81;63;67;81;63;67;81;63;67;81;63
2;69;81;65;69;81;65;69;81;65;69;81;65;69;81;65;69;81;65;69;81;65;69;81;65;69;81;65
3;72;103;60;72;103;60;72;103;60;72;103;60;72;103;60;72;103;60;72;103;60;72;103;60;72;103;60
0;72;114;60;72;114;60;72;114;60;72;114;60;72;114;60;72;114;60;72;114;60;72;114;60;72;114;60
1;76;101;72;76;101;72;76;101;72;76;101;72;76;101;72;76;101;72;76;101;72;76;101;72;76;101;72
